N	Total Time	Average CPE
358	62028	173.26
359	62420	173.87
360	62854	174.59
361	62960	174.40
362	64426	177.97
363	68272	188.08
364	65496	179.93
365	64200	175.89
366	64614	176.54
367	65009	177.14
368	65315	177.49
369	65852	178.46
370	65759	177.73
371	68095	183.54
372	66434	178.59
373	66702	178.83
374	67645	180.87
375	67303	179.47
376	67816	180.36
377	67919	180.16
378	68699	181.74
379	68741	181.37
380	69643	183.27
381	68958	180.99
382	71265	186.56
383	69860	182.40
384	70841	184.48
385	70672	183.56
386	70993	183.92
387	72134	186.39
388	72062	185.73
389	71999	185.09
390	71884	184.32
391	74677	190.99
392	73006	186.24
393	73969	188.22
394	73553	186.68
395	74449	188.48
396	74253	187.51
397	76690	193.17
398	79554	199.88
399	76448	191.60
400	75978	189.94
401	76620	191.07
402	76250	189.68
403	77171	191.49
404	77078	190.79
405	77249	190.74
406	77566	191.05
407	79201	194.60
408	79858	195.73
409	78691	192.40
410	81817	199.55
411	79583	193.63
412	79667	193.37
413	81546	197.45
414	80338	194.05
415	80358	193.63
416	82212	197.62
417	81740	196.02
418	82708	197.87
419	82409	196.68
420	82894	197.37
421	83325	197.92
422	83233	197.23
423	83868	198.27
424	83906	197.89
425	85008	200.02
426	84717	198.87
427	85722	200.75
428	89987	210.25
429	87138	203.12
430	86822	201.91
431	86698	201.16
432	87942	203.57
433	87670	202.47
434	86964	200.38
435	88159	202.66
436	88510	203.00
437	88963	203.58
438	89494	204.32
439	89784	204.52
440	89908	204.34
441	90462	205.13
442	92818	210.00
443	91072	205.58
444	92260	207.79
445	93750	210.67
446	92225	206.78
447	97337	217.76
448	95804	213.85
449	94872	211.30
450	94399	209.78
451	95232	211.16
452	94513	209.10
453	94835	209.35
454	94446	208.03
455	95645	210.21
456	95998	210.52
457	96470	211.09
458	97327	212.50
459	97286	211.95
460	99813	216.98
461	99254	215.30
462	97723	211.52
463	99041	213.91
464	99642	214.75
465	98905	212.70
466	99806	214.18
467	99974	214.08
468	100367	214.46
469	101099	215.56
470	104929	223.25
471	105381	223.74
472	104070	220.49
473	105900	223.89
474	103343	218.02
475	102983	216.81
476	104042	218.58
477	104345	218.75
478	104919	219.50
479	104906	219.01
480	105677	220.16
481	105642	219.63
482	106117	220.16
483	107452	222.47
484	106057	219.13
485	107947	222.57
486	107926	222.07
487	107799	221.35
488	108652	222.65
489	109137	223.18
490	108654	221.74
491	115705	235.65
492	111274	226.17
493	110915	224.98
494	111534	225.78
495	111405	225.06
496	113678	229.19
497	112639	226.64
498	113092	227.09
499	112973	226.40
500	118999	238.00
501	113352	226.25
502	114438	227.96
503	114380	227.40
504	115595	229.36
505	115749	229.21
506	115937	229.12
507	115792	228.39
508	116986	230.29
509	117931	231.69
510	122985	241.15
511	120264	235.35
512	118226	230.91
513	119855	233.64
514	119346	232.19
515	120533	234.04
516	120279	233.10
517	121777	235.55
518	120979	233.55
519	121828	234.74
520	123199	236.92
521	123803	237.63
522	124856	239.19
523	123775	236.66
524	124562	237.71
525	125170	238.42
526	124800	237.26
527	125107	237.39
